,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,order_book_id,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
2674,JYGF,GEM,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2010-09-02,300117.XSHE,100.0,Industrials,工业,Normal,Active,嘉寓股份,CS
2675,JDAL,MainBoard,0000-00-00,XSHG,C27,医药制造业,2001-07-02,600530.XSHG,100.0,HealthCare,医疗保健,Normal,Active,交大昂立,CS
2676,XLDL,GEM,0000-00-00,XSHE,C36,汽车制造业,2018-01-16,300733.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,西菱动力,CS
2677,LLDZ,SMEBoard,0000-00-00,XSHE,Unknown,未知,2999-12-31,002257.XSHE,100.0,InformationTechnology,信息技术,Normal,UNKNOWN,立立电子,CS
2678,LBGK,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-01-12,002106.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,莱宝高科,CS
2679,SSFA,MainBoard,0000-00-00,XSHE,K70,房地产业,1993-09-15,000029.XSHE,100.0,Financials,金融,Normal,Active,深深房A,CS
2680,SZXX,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,2017-08-07,603978.XSHG,100.0,Materials,原材料,Normal,Active,深圳新星,CS
2681,SXXC,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2016-08-01,603663.XSHG,100.0,Materials,原材料,Normal,Active,三祥新材,CS
2682,HFGF,MainBoard,0000-00-00,XSHG,C17,纺织业,2001-09-03,600448.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,华纺股份,CS
2683,SYKJ,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2017-08-08,300690.XSHE,100.0,Materials,原材料,Normal,Active,双一科技,CS
2684,GZB,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,1997-05-26,600068.XSHG,100.0,Industrials,工业,Normal,Active,葛洲坝,CS
2685,QXHJ,SMEBoard,0000-00-00,XSHE,N77,生态保护和环境治理业,2011-04-22,002573.XSHE,100.0,Industrials,工业,Normal,Active,清新环境,CS
2686,FHGX,MainBoard,0000-00-00,XSHG,C40,仪器仪表制造业,1997-05-28,600071.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,凤凰光学,CS
2687,JFDZ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-06-15,300666.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,江丰电子,CS
2688,WGGD,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2018-04-17,603773.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,沃格光电,CS
2689,STMK,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,1997-07-04,600091.XSHG,100.0,Materials,原材料,ST,Active,ST明科,CS
2690,DSKJ,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2010-04-27,300073.XSHE,100.0,Materials,原材料,Normal,Active,当升科技,CS
2691,JXZY,SMEBoard,0000-00-00,XSHE,C22,造纸及纸制品业,2006-09-15,002067.XSHE,100.0,Materials,原材料,Normal,Active,景兴纸业,CS
2692,HCZN,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2017-11-06,300720.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,海川智能,CS
2693,HZGX,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2015-06-10,300478.XSHE,100.0,Materials,原材料,Normal,Active,杭州高新,CS
2694,TYKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2017-03-20,603133.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,碳元科技,CS
2695,SDGF,MainBoard,0000-00-00,XSHG,F51,批发业,1993-01-07,600626.XSHG,100.0,Industrials,工业,Normal,Active,申达股份,CS
2696,GWFC,GEM,0000-00-00,XSHE,C28,化学纤维制造业,2017-09-01,300699.XSHE,100.0,Materials,原材料,Normal,Active,光威复材,CS
2697,GXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-07-28,300098.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,高新兴,CS
2698,YSGF,MainBoard,0000-00-00,XSHG,G54,道路运输业,2017-09-18,603813.XSHG,100.0,Industrials,工业,Normal,Active,原尚股份,CS
2699,HDNY,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,1996-07-01,600726.XSHG,100.0,Utilities,公用事业,Normal,Active,华电能源,CS
2700,*STSH,MainBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,1997-04-15,000707.XSHE,100.0,Materials,原材料,StarST,Active,*ST双环,CS
2701,WZXC,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2016-10-25,603667.XSHG,100.0,Industrials,工业,Normal,Active,五洲新春,CS
2702,WXZK,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2010-08-27,300112.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,万讯自控,CS
2703,YHZN,SMEBoard,0000-00-00,XSHE,M74,专业技术服务业,2007-11-01,002178.XSHE,100.0,Industrials,工业,Normal,Active,延华智能,CS
2704,JZYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2014-10-10,603456.XSHG,100.0,HealthCare,医疗保健,Normal,Active,九洲药业,CS
2705,*STFG,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-12-07,002194.XSHE,100.0,InformationTechnology,信息技术,StarST,Active,*ST凡谷,CS
2706,FXGF,MainBoard,0000-00-00,XSHE,K70,房地产业,1999-06-18,000926.XSHE,100.0,Financials,金融,Normal,Active,福星股份,CS
2707,KDGF,MainBoard,0000-00-00,XSHG,I64,互联网和相关服务,2004-04-26,600986.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,科达股份,CS
2708,XGNJ,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2015-04-27,603789.XSHG,100.0,Industrials,工业,Normal,Active,星光农机,CS
2709,SZCC,MainBoard,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,1992-06-16,000018.XSHE,100.0,Industrials,工业,Normal,Active,神州长城,CS
2710,BSGF,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,2004-08-02,600973.XSHG,100.0,Industrials,工业,Normal,Active,宝胜股份,CS
2711,CHGF,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,1996-05-20,600707.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,彩虹股份,CS
2712,PLY,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2017-11-15,603605.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,珀莱雅,CS
2713,SWTX,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-05-18,002405.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,四维图新,CS
2714,ZHQY,MainBoard,0000-00-00,XSHG,K70,房地产业,1993-09-24,600675.XSHG,100.0,Financials,金融,Normal,Active,中华企业,CS
2715,TFTX,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-02-17,300394.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,天孚通信,CS
2716,GSDT,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1997-10-14,000791.XSHE,100.0,Utilities,公用事业,Normal,Active,甘肃电投,CS
2717,KLKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2000-07-06,600260.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,凯乐科技,CS
2718,WTKJ,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-01-06,002331.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,皖通科技,CS
2719,FHCM,MainBoard,0000-00-00,XSHG,R85,新闻和出版业,2011-11-30,601928.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,凤凰传媒,CS
2720,SLGF,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-06-11,002766.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,索菱股份,CS
2721,MEDQ,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-07-20,002451.XSHE,100.0,Industrials,工业,Normal,Active,摩恩电气,CS
2722,SSFZ,MainBoard,0000-00-00,XSHG,K70,房地产业,1996-09-25,600748.XSHG,100.0,Financials,金融,Normal,Active,上实发展,CS
2723,SHGF,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2017-08-22,300693.XSHE,100.0,Industrials,工业,Normal,Active,盛弘股份,CS
2724,YDKG,MainBoard,0000-00-00,XSHE,F51,批发业,1996-11-28,000626.XSHE,100.0,Industrials,工业,Normal,Active,远大控股,CS
2725,HGKJ,MainBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2000-06-08,000988.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,华工科技,CS
2726,HSGF,SMEBoard,0000-00-00,XSHE,C19,皮革、毛皮、羽毛及其制品和制鞋业,2010-11-02,002494.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,华斯股份,CS
2727,MGGF,MainBoard,0000-00-00,XSHG,C15,酒、饮料和精制茶制造业,2004-03-24,600543.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,莫高股份,CS
2728,GLGF,SMEBoard,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2010-02-03,002348.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,高乐股份,CS
2729,TLSN,MainBoard,0000-00-00,XSHE,G54,道路运输业,1999-03-19,000885.XSHE,100.0,Materials,原材料,Normal,Active,同力水泥,CS
2730,HYKY,MainBoard,0000-00-00,XSHG,B09,有色金属矿采选业,2016-03-16,601020.XSHG,100.0,Materials,原材料,Normal,Active,华钰矿业,CS
2731,SLDZ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-06-13,002138.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,顺络电子,CS
2732,SZSM,MainBoard,0000-00-00,XSHE,F51,批发业,1994-05-09,000034.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,神州数码,CS
2733,NSLY,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,1999-12-23,600219.XSHG,100.0,Materials,原材料,Normal,Active,南山铝业,CS
2734,SLS,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2008-04-25,002224.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,三力士,CS
2735,JHSY,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2011-07-07,002597.XSHE,100.0,Materials,原材料,Normal,Active,金禾实业,CS
2736,YDL,GEM,0000-00-00,XSHE,C14,食品制造业,2014-01-28,300381.XSHE,100.0,HealthCare,医疗保健,Normal,Active,溢多利,CS
2737,WLGF,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,1994-03-24,600847.XSHG,100.0,Industrials,工业,Normal,Active,万里股份,CS
2738,YTST,SMEBoard,0000-00-00,XSHE,A02,林业,2007-12-21,002200.XSHE,100.0,Industrials,工业,Normal,Active,云投生态,CS
2739,HDGF,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,2001-12-20,600331.XSHG,100.0,Materials,原材料,Normal,Active,宏达股份,CS
2740,GTJA,MainBoard,0000-00-00,XSHG,J67,资本市场服务,2015-06-26,601211.XSHG,100.0,Financials,金融,Normal,Active,国泰君安,CS
2741,TRSY,SMEBoard,0000-00-00,XSHE,I64,互联网和相关服务,2007-02-08,002113.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,天润数娱,CS
2742,YBDL,GEM,0000-00-00,XSHE,C36,汽车制造业,2018-05-08,300742.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,越博动力,CS
2743,THYY,GEM,0000-00-00,XSHE,C27,医药制造业,2017-03-31,300636.XSHE,100.0,HealthCare,医疗保健,Normal,Active,同和药业,CS
2744,GLSJ,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2009-07-10,002275.XSHE,100.0,HealthCare,医疗保健,Normal,Active,桂林三金,CS
2745,TSFZ,MainBoard,0000-00-00,XSHE,C17,纺织业,1996-10-08,000611.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,天首发展,CS
2746,FSM,SMEBoard,0000-00-00,XSHE,L72,商务服务业,2016-11-09,002818.XSHE,100.0,Industrials,工业,Normal,Active,富森美,CS
2747,TFYY,MainBoard,2013-07-15,XSHG,C27,医药制造业,2000-12-27,600253.XSHG,100.0,HealthCare,医疗保健,Normal,Delisted,天方药业,CS
2748,YMJT,MainBoard,0000-00-00,XSHG,F52,零售业,1994-02-04,600824.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,益民集团,CS
2749,THCJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-07-31,300390.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,天华超净,CS
2750,XFM,MainBoard,0000-00-00,XSHG,C28,化学纤维制造业,2017-04-18,603225.XSHG,100.0,Materials,原材料,Normal,Active,新凤鸣,CS
2751,LDGD,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-12-03,002189.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,利达光电,CS
2752,GAAZ,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2004-09-06,600979.XSHG,100.0,Utilities,公用事业,Normal,Active,广安爱众,CS
2753,ADS,MainBoard,0000-00-00,XSHG,C27,医药制造业,2000-04-20,600299.XSHG,100.0,HealthCare,医疗保健,Normal,Active,安迪苏,CS
2754,YFXC,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2017-04-12,300637.XSHE,100.0,Materials,原材料,Normal,Active,扬帆新材,CS
2755,XHCY,MainBoard,2009-08-27,XSHG,Unknown,未知,1994-03-11,600840.XSHG,100.0,Financials,金融,Normal,Delisted,新湖创业,CS
2756,PTNY,MainBoard,2002-05-29,XSHE,Unknown,未知,1994-05-25,000556.XSHE,100.0,Industrials,工业,PT,Delisted,PT南洋,CS
2757,TTGF,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2001-01-18,600330.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,天通股份,CS
2758,ZGC,MainBoard,0000-00-00,XSHE,S90,综合,1999-07-12,000931.XSHE,100.0,Industrials,工业,Normal,Active,中关村,CS
2759,ZDL,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-08-04,300686.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,智动力,CS
2760,JLT,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2014-01-29,002723.XSHE,100.0,Industrials,工业,Normal,Active,金莱特,CS
2761,HDKJ,MainBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,1997-05-20,000727.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,华东科技,CS
2762,LHKJ,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-06-19,002250.XSHE,100.0,Materials,原材料,Normal,Active,联化科技,CS
2763,MLDQ,MainBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,1993-10-18,000521.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,美菱电器,CS
2764,LAJS,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-01-26,300603.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,立昂技术,CS
2765,SZHC,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2007-09-19,002168.XSHE,100.0,Industrials,工业,Normal,Active,深圳惠程,CS
2766,ZYHK,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-05-06,002401.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,中远海科,CS
2767,FCZY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2011-12-22,002644.XSHE,100.0,HealthCare,医疗保健,Normal,Active,佛慈制药,CS
2768,XTL,MainBoard,0000-00-00,XSHG,C22,造纸及纸制品业,2015-05-18,603022.XSHG,100.0,Materials,原材料,Normal,Active,新通联,CS
2769,XXZY,GEM,0000-00-00,XSHE,C27,医药制造业,2010-12-15,300147.XSHE,100.0,HealthCare,医疗保健,Normal,Active,香雪制药,CS
2770,ZXKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2015-12-22,603996.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中新科技,CS
2771,JGYY,SMEBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2014-01-28,002716.XSHE,100.0,Materials,原材料,Normal,Active,金贵银业,CS
2772,SXGF,SMEBoard,0000-00-00,XSHE,C33,金属制品业,2015-04-22,002752.XSHE,100.0,Materials,原材料,Normal,Active,昇兴股份,CS
2773,HNXJ,MainBoard,0000-00-00,XSHG,A01,农业,2011-01-07,601118.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,海南橡胶,CS
2774,QLSH,MainBoard,2006-04-24,XSHG,Unknown,未知,1998-04-08,600002.XSHG,100.0,Energy,能源,Normal,Delisted,齐鲁石化,CS
2775,CLJT,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2015-03-20,603012.XSHG,100.0,Industrials,工业,Normal,Active,创力集团,CS
2776,JDTX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-01-23,300597.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,吉大通信,CS
2777,SNDL,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-12-13,002916.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,深南电路,CS
2778,SZTY,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-10-30,300002.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,神州泰岳,CS
2779,HDHK,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其他运输设备制造业,2000-12-15,600316.XSHG,100.0,Industrials,工业,Normal,Active,洪都航空,CS
2780,MJKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-05-23,300319.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,麦捷科技,CS
2781,ZZD,SMEBoard,0000-00-00,XSHE,A04,渔业,2006-09-28,002069.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,獐子岛,CS
2782,HXHK,SMEBoard,0000-00-00,XSHE,G56,航空运输业,2018-03-02,002928.XSHE,100.0,Industrials,工业,Normal,Active,华夏航空,CS
2783,MKSW,GEM,0000-00-00,XSHE,C27,医药制造业,2015-05-28,300463.XSHE,100.0,HealthCare,医疗保健,Normal,Active,迈克生物,CS
2784,SHSW,MainBoard,0000-00-00,XSHE,C27,医药制造业,1993-09-08,000518.XSHE,100.0,HealthCare,医疗保健,Normal,Active,四环生物,CS
2785,HNSP,SMEBoard,0000-00-00,XSHE,C15,酒、饮料和精制茶制造业,2010-04-13,002387.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,黑牛食品,CS
2786,CSCM,MainBoard,0000-00-00,XSHG,R85,新闻和出版业,2000-03-09,600229.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,城市传媒,CS
2787,XHHB,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2010-11-05,300137.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,先河环保,CS
2788,CJRF,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2010-06-18,002435.XSHE,100.0,HealthCare,医疗保健,Normal,Active,长江润发,CS
2789,JJWD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-03-14,300623.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,捷捷微电,CS
2790,HRGF,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2017-03-20,300626.XSHE,100.0,Industrials,工业,Normal,Active,华瑞股份,CS
2791,JXSC,SMEBoard,0000-00-00,XSHE,C18,纺织服装、服饰业,2010-05-11,002404.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,嘉欣丝绸,CS
2792,ZTDZ,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2007-12-18,002197.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,证通电子,CS
2793,GJJJ,MainBoard,0000-00-00,XSHG,C21,家具制造业,2016-10-14,603816.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,顾家家居,CS
2794,TYST,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,2017-03-27,603717.XSHG,100.0,Industrials,工业,Normal,Active,天域生态,CS
2795,FDGF,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2014-11-27,603166.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,福达股份,CS
2796,KLK,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-12-22,002782.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,可立克,CS
2797,CDLQ,SMEBoard,0000-00-00,XSHE,E48,土木工程建筑业,2011-11-03,002628.XSHE,100.0,Industrials,工业,Normal,Active,成都路桥,CS
2798,WKFZ,MainBoard,0000-00-00,XSHG,F51,批发业,1997-05-28,600058.XSHG,100.0,Industrials,工业,Normal,Active,五矿发展,CS
2799,ZJDC,MainBoard,0000-00-00,XSHE,K70,房地产业,1997-04-25,000736.XSHE,100.0,Financials,金融,Normal,Active,中交地产,CS
2800,TLYS,MainBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,1996-11-20,000630.XSHE,100.0,Materials,原材料,Normal,Active,铜陵有色,CS
2801,*STAT,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2003-02-12,600408.XSHG,100.0,Materials,原材料,StarST,Active,*ST安泰,CS
2802,XJD,MainBoard,0000-00-00,XSHG,R85,新闻和出版业,2017-04-25,603096.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,新经典,CS
2803,CXJG,SMEBoard,0000-00-00,XSHE,C33,金属制品业,2011-02-18,002547.XSHE,100.0,Materials,原材料,Normal,Active,春兴精工,CS
2804,LG,MainBoard,0000-00-00,XSHE,C35,专用设备制造业,1993-11-18,000528.XSHE,100.0,Industrials,工业,Normal,Active,柳工,CS
2805,HLK,MainBoard,0000-00-00,XSHG,C21,家具制造业,2015-02-17,603898.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,好莱客,CS
2806,HNGF,GEM,0000-00-00,XSHE,C34,通用设备制造业,2017-06-29,300669.XSHE,100.0,Industrials,工业,Normal,Active,沪宁股份,CS
2807,JKWH,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2015-05-15,300459.XSHE,100.0,Materials,原材料,Normal,Active,金科文化,CS
2808,LYTZ,MainBoard,0000-00-00,XSHG,S90,综合,1996-12-25,600784.XSHG,100.0,Industrials,工业,Normal,Active,鲁银投资,CS
2809,JCYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2001-08-22,600566.XSHG,100.0,HealthCare,医疗保健,Normal,Active,济川药业,CS
2810,TRS,SMEBoard,0000-00-00,XSHE,C13,农副食品加工业,2011-03-25,002567.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,唐人神,CS
2811,QMYA,MainBoard,1999-07-12,XSHE,Unknown,未知,1993-04-30,000508.XSHE,100.0,Industrials,工业,Normal,Delisted,琼民源A,CS
2812,YJGF,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-10-30,300020.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,银江股份,CS
2813,HMKJ,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2011-06-28,002595.XSHE,100.0,Industrials,工业,Normal,Active,豪迈科技,CS
2814,HFDL,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其他运输设备制造业,1996-04-08,600893.XSHG,100.0,Industrials,工业,Normal,Active,航发动力,CS
2815,HQT,MainBoard,0000-00-00,XSHG,C19,皮革、毛皮、羽毛及其制品和制鞋业,2015-06-29,603116.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,红蜻蜓,CS
2816,JFAT,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2016-11-01,300559.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,佳发安泰,CS
2817,YZJJ,MainBoard,0000-00-00,XSHG,C21,家具制造业,2016-12-15,603389.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,亚振家居,CS
2818,HWKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2017-06-07,603496.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,恒为科技,CS
2819,ZGZC,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其他运输设备制造业,2008-08-18,601766.XSHG,100.0,Industrials,工业,Normal,Active,中国中车,CS
2820,TRXN,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-02-28,002218.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,拓日新能,CS
2821,BCKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2017-06-19,300667.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,必创科技,CS
2822,KCGJ,MainBoard,0000-00-00,XSHG,A04,渔业,1997-06-19,600097.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,开创国际,CS
2823,BJWH,MainBoard,0000-00-00,XSHE,R86,广播、电视、电影和影视录音制作业,1998-01-08,000802.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,北京文化,CS
2824,AWTX,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2008-05-12,002231.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,奥维通信,CS
2825,HZYJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2016-08-05,300527.XSHE,100.0,Industrials,工业,Normal,Active,华舟应急,CS
2826,XKP,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-07-29,300248.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,新开普,CS
2827,BHHS,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2004-04-07,600960.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,渤海活塞,CS
2828,HYMD,MainBoard,0000-00-00,XSHG,B06,煤炭开采和洗选业,2004-08-17,600971.XSHG,100.0,Energy,能源,Normal,Active,恒源煤电,CS
2829,GHQC,MainBoard,0000-00-00,XSHG,F52,零售业,2000-11-16,600297.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,广汇汽车,CS
2830,HLSJ,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2017-03-06,603138.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,海量数据,CS
2831,EMSA,MainBoard,0000-00-00,XSHE,N78,公共设施管理业,1997-10-21,000888.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,峨眉山A,CS
2832,STSL,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-09-10,002473.XSHE,100.0,ConsumerDiscretionary,非必须消费品,StarST,Active,*ST圣莱,CS
2833,SHKB,GEM,0000-00-00,XSHE,C27,医药制造业,2010-01-08,300039.XSHE,100.0,HealthCare,医疗保健,Normal,Active,上海凯宝,CS
2834,ZGGH,MainBoard,0000-00-00,XSHG,G56,航空运输业,2006-08-18,601111.XSHG,100.0,Industrials,工业,Normal,Active,中国国航,CS
